,Cycle,B1,B2,B3,B4,C1,C2,C3,C4,D1,D2,D3,D4,E1,E2,E3,E4,F1,F2,F3,F4,G1,G2,G3,G4
,1,5055.30449948119,4925.7539212067,4877.08841598669,5232.62253006548,5201.93350396243,5486.2246912824,5049.073530966,4959.13916044664,4867.8951711773,4904.65978548735,5106.10734487192,4966.61471447459,5103.21540216636,5362.85265662694,5055.74765107888,5119.11102782163,5108.14807721524,5326.24951464707,5071.98201793268,4871.16357631083,5057.72535481326,4942.68680452962,5029.51301571811,5023.14051554829
,2,5051.41432887747,4931.11867996403,4881.60048431713,5227.48612872433,5209.88452531384,5483.64920307609,5055.21101427084,4955.48758865671,4871.26818471025,4901.59145556569,5106.64652002553,4969.88022727202,5105.34072881068,5364.59209171221,5045.36710813458,5120.86887391319,5114.81163792535,5321.61752273444,5066.51900536874,4861.84783916532,5056.03422933241,4914.53841591422,5025.73526357078,5023.5022336249
,3,5052.53615896202,4936.68651081052,4871.94110617082,5219.62418125398,5210.63691320811,5482.29456721283,5055.10519709706,4956.19826938344,4867.94003690564,4891.27078100446,5102.90056272459,4970.23562738677,5106.12658326579,5368.16958338942,5051.09015027265,5118.1481215986,5114.8761769251,5329.77116973206,5061.38889824114,4846.50384436699,5056.03036947623,4882.96290083277,5020.86059182124,5017.46710362516
,4,5058.79558915949,4937.97559302024,4868.95228522498,5199.44540861582,5210.74188046944,5476.07775218481,5056.85125543145,4962.9525788376,4864.1346482561,4902.07939479885,5111.67421872709,4964.42455431883,5106.94473918261,5366.00075699706,5050.68640162642,5118.86343120722,5116.82101430604,5332.4658396045,5068.81228383473,4838.24103853503,5049.55524927286,4897.54694547247,5025.89989705227,5016.85839608878
,5,5053.54555103045,4933.77903114772,4871.24642921497,5186.26225485385,5216.6634617119,5478.06164862084,5060.40149873218,4957.69181672994,4871.23700409369,4905.26845386687,5110.17030293113,4974.11268552879,5101.27453466702,5367.0508049518,5048.58113462298,5125.21173961919,5117.65478563026,5331.14087856433,5064.00823393401,4819.05679375724,5058.0943927749,4978.76793547473,5023.6064532024,5015.44822070726
,6,5051.01466638431,4928.8120291865,4873.97617137409,5169.65887593542,5216.67792908264,5478.76250440565,5062.38706497545,4956.22133423268,4864.18794100994,4901.27117798841,5110.69892373427,4965.81316056574,5103.85638089775,5372.93608646068,5051.42530122212,5125.19771652408,5118.90701921684,5325.27615715369,5064.59961866517,4786.49187142968,5051.20175983943,5013.0989090319,5021.03437414982,5014.67979226254
,7,5049.74055191374,4928.63744635997,4872.39809602209,5159.89980368906,5217.71287286802,5480.85030888695,5053.97892520956,4956.48117860737,4869.2154449488,4904.25375058102,5106.15107768555,4974.68175497093,5101.32248307931,5363.91477353458,5048.05634920198,5121.26875708619,5122.41713433268,5326.21555932989,5069.20444616656,4764.25330189435,5044.84231341696,5018.72584796504,5020.62691051293,5011.18639438259
,8,5057.86412553197,4934.29624568828,4871.49509272064,5163.09941092407,5217.49919380436,5488.58486336788,5057.69104789107,4960.7204632419,4861.75065102454,4902.66758342321,5105.43885436413,4973.5968829932,5101.65652031841,5367.19163484709,5043.45472755304,5126.08130937501,5115.79330830084,5328.84950828663,5063.8699076474,4815.93291609307,5052.00557615487,5025.573364071,5022.17463958662,4998.39864671373
,9,5054.7278286322,4936.28621910707,4865.37026075698,5174.85767519125,5216.47896254206,5488.84341924258,5059.98582115444,4958.30235482943,4864.2651830495,4898.66669925683,5109.97444111339,4969.0784698692,5100.14458471272,5366.21728454967,5045.1903826475,5124.60495872728,5119.76583060992,5326.1158025928,5067.37013637905,4863.91947576419,5045.31989653317,5019.82813831491,5025.98793502938,4984.39961336995
,10,5051.98229737123,4932.25414662937,4866.12762806107,5205.35672217677,5221.17349470544,5483.86549508518,5060.89263418417,4960.37202724492,4868.91276558517,4893.58775429188,5107.84679389596,4966.48552021639,5093.19490122417,5364.12727643942,5049.1893992686,5130.76567191418,5124.61873621632,5320.67963019907,5061.43423312395,4881.14265555485,5046.41242377703,5020.39402689294,5018.61036069995,4952.51043052547
,11,5051.73462894485,4933.00611981741,4861.69319756833,5222.05703341733,5217.48145145896,5482.60048000084,5062.95237786991,4961.33513506143,4860.50728127863,4902.20430046051,5105.35147307114,4971.78006475973,5089.60380155409,5367.98751816457,5050.0436783779,5128.43590025003,5122.64409197659,5326.05500135867,5063.65414272576,4877.44463563833,5040.17761966088,5018.55805762494,5019.74535895657,4897.6030495103
,12,5058.57670824965,4926.30699747282,4878.52005001526,5226.64688954043,5228.49123142161,5482.45516047562,5060.58062428529,4955.76690321403,4865.50103938915,4897.50718166401,5108.08362795443,4973.53662226631,5085.66258118145,5369.69686512282,5047.44069013353,5124.1489927113,5120.53272643596,5322.08274855068,5055.42639438551,4874.91338489494,5044.08588960269,5024.40623723628,5016.53870388531,4883.33301790867
,13,5056.72247599598,4931.03307390761,4864.07621539455,5241.50983725063,5218.21625100181,5487.56084448936,5057.14159691212,4962.88351505536,4867.39015902713,4895.95788859024,5107.26843871356,4969.0358109135,5071.19252499609,5368.14056615962,5036.61277003627,5128.33706705777,5125.68434035194,5319.47948483737,5052.69497628489,4878.73439769247,5042.12209812106,5025.34006005971,5015.17356188816,4961.70446062099
,14,5050.90271313869,4921.80735427447,4857.08193269805,5232.01956192657,5213.93935206481,5483.50316665588,5063.33933264959,4953.74394510639,4862.44975099566,4886.71691537199,5101.41174370347,4970.05263810194,5075.33893030691,5366.38006621922,5033.68494926702,5130.15284934622,5129.10842245767,5332.11826319014,5046.26366140408,4878.35323084052,5035.40011620411,5027.51767444408,5010.46633666985,5001.22231832925
,15,5048.0346951681,4935.48377414831,4870.66842656468,5237.49461991334,5220.72746031695,5484.11074977388,5060.13610967849,4959.29004553108,4867.81873145138,4905.93484070888,5104.46136739249,4967.66180431843,5057.94023088369,5368.69832739562,5037.42024166102,5132.59238882487,5126.11045289246,5327.6127537387,5036.46613781433,4873.80755483048,5033.5326029413,5024.53652083637,5007.9752659776,5009.85132545012
,16,5049.00726995152,4937.26140169734,4872.72068540867,5242.07308299738,5216.63488448097,5483.95107767328,5066.50797952931,4957.16962196029,4861.85693274799,4896.50907223977,5104.47625173876,4968.44119110221,5044.35834486715,5371.07557048675,5034.83652182207,5127.06807832767,5129.42995185673,5320.46213363737,5030.74970239399,4874.88565507627,5024.1566626476,5032.40186699233,5001.14761818413,5009.24935847732
,17,5051.09481632706,4934.11141735985,4870.99367859002,5239.39741289231,5218.92223949457,5482.71564761339,5065.39096573083,4948.68774593476,4863.48282240036,4899.9656956485,5105.49518586691,4968.14485661838,5018.34640006208,5369.94954830447,5021.93396403884,5127.41872609195,5133.17539504354,5329.07068415545,5009.88504675151,4876.74797978214,5016.90554667748,5026.05162920472,4991.33837180932,5016.02471742454
,18,5051.72661661344,4937.47977458272,4868.96894689824,5235.48294432803,5223.67973889658,5476.39491260131,5069.65342222342,4955.75601198823,4868.35656482938,4905.18242656392,5100.29275752237,4965.65251041595,5001.79943782946,5359.17650866169,5012.11423091722,5132.80907126935,5129.17298568722,5325.70880390485,4983.16505737589,4883.12013452071,5011.51468943382,5025.73496275685,4975.12976300724,5014.59713768112
,19,5049.32110388795,4931.17167859359,4871.92041759371,5248.13785042527,5225.4035586453,5480.75890891464,5065.87732123275,4957.83004025807,4864.22005990834,4900.58598867624,5100.97469416795,4972.82747005182,4982.64738395692,5361.46480248013,4993.9999308824,5127.72947272064,5116.28747376601,5330.65863403228,4953.8865858012,4883.93588698652,4988.93865691043,5031.30572715133,4956.14058002089,5013.02538176272
,20,5053.6185040419,4923.1271573898,4866.99704896393,5238.91830340702,5219.80429107281,5486.99770977617,5065.16812657477,4961.26001776283,4859.52825454381,4899.97284382898,5104.93483061413,4967.51365389072,5020.18410947828,5357.10632282881,4977.91382493941,5123.6289619581,5133.61199210076,5321.97439828392,4933.10201786341,4875.83166000777,4965.29751300825,5026.30738143861,4917.18432934658,5016.19370997294
,21,5049.21410873258,4926.15941867459,4866.81932318635,5240.33831639982,5218.20301340242,5486.73024942176,5062.05657191495,4953.47379499405,4867.06428370169,4900.73113079433,5104.64119281135,4962.82936408578,5076.96262498451,5364.16942232608,4950.70183885493,5121.35045970556,5118.60290030121,5315.36303962203,4999.97915600477,4882.37426288898,4929.54397887422,5025.54618869047,4886.55280549753,5016.03989108757
,22,5040.84527529715,4920.61391872762,4876.42823910134,5238.83414537206,5226.70485127974,5480.19997591947,5066.39930995374,4957.84275008804,4862.38377213235,4906.51478521785,5103.45411656545,4966.73624402855,5099.20838917836,5361.97279231247,4948.48269223924,5131.81530183551,5124.82948291315,5324.44712477764,5054.57538525494,4886.26581083882,4905.92818256251,5023.94790875436,4898.60650758393,5013.19622237919
,23,5041.1990876958,4913.98868947355,4864.59419814739,5248.25737334024,5232.82114177522,5480.49774894099,5069.91906167354,4958.05988126985,4858.98414249165,4902.26342181405,5100.55845229161,4967.19304101304,5104.91511176679,5370.28622330808,4992.04566149971,5128.21089015835,5132.24149106325,5322.55493621419,5059.31793218297,4882.10844970164,4926.36184523441,5029.5455523011,4978.95586918648,5020.70398790113
,24,5044.48398781568,4904.31370779778,4870.90018907198,5247.54757127113,5216.48907224025,5485.27742782575,5065.91849263839,4962.73340997976,4859.44965829902,4897.91327227531,5105.26492736295,4958.67513921972,5111.35995770915,5359.53062638115,5031.82204190304,5133.40625770145,5121.02026089948,5310.98222400563,5063.34529039091,4886.87834373552,5004.18337506215,5034.22640500619,5014.34075279548,5016.37267083225
,25,5041.90608822864,4887.21362624717,4873.55695645405,5244.7869011351,5225.26775386037,5482.53734220757,5064.0050896753,4953.67541194627,4865.02167270394,4899.98441818582,5106.53733822057,4959.12856424489,5113.31895207406,5358.21229669031,5042.58239383765,5124.09890809714,5124.49712876649,5311.60707566636,5064.88389247906,4883.14952732515,5037.00663217335,5024.81237433154,5020.25200332451,5018.00957588313
,26,5033.08966041284,4848.95241145908,4865.46625966438,5245.55826717748,5218.08636348767,5479.31689410621,5063.90023148452,4956.75208323337,4860.56484632158,4892.78502290111,5102.95947235704,4957.85593285808,5109.89784660396,5357.67088885117,5043.39499753795,5129.69816961016,5122.31940162119,5304.9674981128,5066.49286424636,4881.61994227561,5048.92244488875,5029.48302150086,5022.77415151433,5019.74883098844
,27,5014.40894583989,4830.50247337086,4867.3062706374,5239.08799695221,5223.13450622073,5487.2207875939,5067.87902492792,4960.11114627835,4860.99277684337,4892.10166523791,5094.79508098809,4943.90635501867,5104.24106796981,5354.09212192564,5041.63167265515,5123.69663119349,5120.68421635824,5301.6477920094,5063.56044465363,4888.05906631727,5046.22009782491,5032.3173387616,5019.91037561086,5012.22172717308
,28,5008.12605155752,4858.59652284298,4867.62803511398,5244.82225786369,5216.40249686632,5484.33877619178,5063.78600370809,4959.49543430322,4856.94407005327,4895.86663194209,5098.55434510568,4940.8758086758,5118.23992149514,5354.36188480085,5046.19362311827,5123.61173978403,5124.35654227935,5294.66261259878,5058.79136282027,4882.65679049573,5053.84141050759,5024.46370473568,5021.18058372391,5017.4339697944
,29,4988.76158187063,4904.71590620034,4863.09632789167,5246.44600478051,5218.88580593831,5481.48171884159,5071.35853214661,4953.55206609217,4859.72890017493,4896.6533197816,5097.66229528167,4931.11357264385,5111.64220062741,5352.70802631363,5050.44763213495,5125.31015663509,5120.18051660921,5279.58889772559,5069.09838897677,4881.51728471063,5050.51824070062,5029.28731579712,5022.50060803485,5021.37526897221
,30,4966.84547188958,4913.68741691693,4870.22869401083,5241.61741338781,5211.5680831822,5479.70937482935,5065.35014875402,4953.0314838755,4861.68524094781,4885.76159839762,5100.13095762774,4906.4742184358,5107.13254936273,5351.34518378734,5056.8054457506,5123.10579850685,5117.21106752293,5268.59719396022,5068.60969847905,4882.2922058326,5052.48093501381,5027.22106345373,5016.51678715319,5021.3160500773
,31,4942.20175606308,4920.70966017462,4861.41800255558,5240.9884081194,5197.84630475596,5485.17557601577,5067.09118777304,4949.61448423437,4861.14979123114,4891.59902185132,5102.93570735104,4881.07839819345,5112.27702725318,5341.4888904007,5047.58851478673,5118.98406795387,5116.51545616321,5234.39588794555,5062.89297753337,4879.42242504463,5051.51491477687,5026.81372766903,5016.63992533664,5020.82389636629
,32,4917.81071664066,4915.97816357887,4864.11074536814,5250.39287342839,5190.31524830465,5478.76555424992,5069.23627340852,4963.40007817379,4862.21926993002,4883.14715016796,5101.65788244762,4859.92384295408,5108.28595761238,5338.37745540657,5057.55800597459,5117.20844482182,5118.52966102817,5208.06448556214,5068.84083866108,4889.96650737325,5048.51665733434,5025.30442949696,5015.10161122716,5020.8956808469
,33,4913.37155906065,4917.36113135427,4862.9569513101,5249.59000119859,5164.79832613569,5483.83711927144,5065.47292181254,4954.86416864993,4858.47661393721,4881.91084703391,5094.75524675876,4911.91880021726,5118.1433860314,5332.83408257393,5050.35139919045,5113.73778887765,5129.97099065677,5175.65750440653,5063.09292953066,4884.71431885699,5056.73358523254,5027.00731008992,5018.48297001007,5024.03699928874
,34,4894.85303913339,4916.36834850505,4870.46800518219,5248.65064879234,5132.01228674405,5483.05461001313,5065.14712515336,4955.35757529509,4856.90487051079,4881.06411510208,5091.9445981571,4949.55568051425,5114.17259990987,5309.89125675465,5056.10310159939,5104.92523489334,5121.71575219674,5175.74365522744,5069.03678315008,4882.99060917274,5053.34569136903,5022.60490849041,5025.69942448106,5022.86004678015
,35,4898.9345940464,4923.637283087,4864.48396748622,5245.12374677946,5097.41036740509,5476.89453532203,5065.68565619165,4956.37814994819,4847.14476063493,4884.8820766208,5092.64194181919,4957.88205500628,5117.83018102993,5292.83729574522,5050.82510353517,5096.78550960109,5114.13144478528,5260.16750245551,5065.80919391707,4883.19697448463,5056.44449437794,5025.52079564562,5023.3221421826,5025.16841658852
,36,4925.4097243636,4921.77726577383,4870.20682858625,5242.53597516642,5078.11652674893,5483.18526030551,5067.46131662618,4956.17035748113,4846.202983235,4883.00491812679,5088.08390042426,4969.20661677996,5100.94195699302,5270.01808602338,5053.15829306377,5082.48376515136,5112.8573806176,5308.05205802613,5069.17017309151,4883.87121257272,5047.7655456065,5025.79494930735,5023.21742768606,5021.43528301407
,37,4977.00448214013,4920.16795776544,4866.81307831362,5228.4167505385,5066.89413898099,5493.30319238592,5067.05547629596,4955.12509400938,4841.16391330259,4877.15510376461,5083.02398845249,4965.27680396296,5116.20979295983,5238.17906560013,5053.43835712485,5057.22346358998,5124.91612905499,5319.7941619827,5068.19149287176,4883.95624018115,5055.97438207706,5026.53067427883,5026.36033146186,5021.17790414505
