,Cycle,B1,B2,B3,B4,C1,C2,C3,C4,D1,D2,D3,D4,E1,E2,E3,E4,F1,F2,F3,F4,G1,G2,G3,G4
,1,4960.35145590916,4858.02203309786,4784.1219295834,5170.12247124741,5133.433762503,5371.12334515879,4980.51299797407,4882.50018490125,4810.69571500215,4860.69432260656,5074.42179464777,4915.84675622983,5040.31832051834,5324.01641270703,5012.69012914956,5097.4405236116,5113.40445036104,5301.92139261183,5051.82595642348,4830.54366117337,5020.047014705,5016.66270890586,5022.47305048516,5014.27912418674
,2,4971.55970899139,4854.32031191353,4787.97868418882,5167.91663060784,5132.88279410752,5381.9281199852,4980.95923705974,4883.11858213694,4815.94275354313,4859.80520736579,5068.87027367601,4914.02135577062,5022.97809669489,5330.06557984598,5002.70096918192,5105.32262737694,5099.72553166857,5305.15343824233,5049.28384782693,4860.43494098768,5007.97644823426,5020.48793863197,5019.47646030899,4998.67245033634
,3,4969.46651950878,4856.81948938597,4780.56240750939,5163.48611309735,5138.88577966965,5383.55732585515,4980.10585692711,4891.63934735045,4817.96873408461,4850.96517937869,5067.77248685681,4919.19266407732,5007.80148132442,5330.18171028233,4986.83117445448,5097.47953675929,5109.86646412312,5298.47862199385,5038.86184037576,4873.86435686743,4986.23449149492,5018.51132850574,5018.74543763927,4974.94180079312
,4,4970.37277938289,4843.7767149281,4783.34927900762,5157.09063215952,5131.26336697985,5378.38196452229,4980.61257800403,4883.87438516808,4819.30811920494,4856.45125542124,5065.86397822989,4919.99365386993,4977.46740652055,5327.14324461437,4964.56747777599,5104.77285217256,5105.79405020803,5297.38735539319,5025.60902819651,4871.11072963858,4968.62377711552,5019.65999323928,5004.31007612991,4928.14467416607
,5,4967.1733336019,4836.14595561327,4787.33610593815,5157.57291553674,5122.41817874161,5374.61165851223,4983.30485111123,4886.76503908815,4817.05207767033,4851.22538103858,5064.43918095495,4924.96227778526,4933.64577491309,5330.49623098968,4916.78225437857,5103.17852439938,5105.08677118882,5303.89853099899,5008.58128660898,4873.27246608825,4936.03125667022,5019.57311127123,5000.71624065167,4855.76227700216
,6,4971.94567163664,4834.09549208089,4783.35082216937,5158.43420607092,5112.49022154356,5379.09081627001,4986.03667554766,4882.77720298806,4810.92542468844,4849.95960686995,5066.96129726255,4923.16240720328,4874.90688745226,5332.59805867817,4858.20939545531,5099.8158445716,5104.30192528815,5299.1688238426,4984.99093087949,4872.26297812152,4886.1106438696,5021.08857577839,4992.28683567036,4828.62924305427
,7,4965.3228055736,4813.90709339669,4783.79608338978,5143.44419025032,5087.89047302311,5377.38025536776,4980.56709988633,4890.63078445386,4812.32800576473,4842.24872795372,5065.48472735049,4917.82668410693,4837.59736510959,5327.00879403879,4794.21965831098,5103.68061343916,5110.60456149099,5305.547778609,4932.48058967574,4865.36112229016,4851.38065565451,5026.10189174598,4974.37112415506,4930.09934370769
,8,4972.06170435599,4758.60395253876,4787.17691676328,5116.71519885555,5053.97645399891,5377.74196357616,4983.6666002497,4883.59836481813,4816.7891910505,4841.94828364999,5064.69575449181,4915.84592783169,4816.24512239503,5329.92528618379,4762.7965645801,5103.82127372155,5100.1147142063,5290.55520968157,4869.59018729763,4876.76164491468,4838.49762648379,5021.4854540724,4946.13511262707,5000.19840090085
,9,4976.73983782935,4665.59117460314,4775.50250563511,5068.31801491668,4987.92685536333,5381.75759263484,4982.57335833052,4882.86185240343,4808.2238258935,4835.05784052427,5063.59902772541,4913.82490126046,4882.99678304626,5321.43381826888,4852.523961763,5100.1916478736,5102.30163963485,5291.41643753852,4824.10265816217,4875.60604677875,4903.03035319934,5025.52630218337,4905.51102737986,5021.8488901297
,10,4964.89364157674,4593.88603740793,4771.48466111829,4993.04268906433,4910.21021550965,5380.15927334654,4984.24307862979,4885.13094586011,4801.59411308025,4817.97103833016,5059.35198884626,4912.79581376092,5009.75535363047,5324.35485856502,4982.50667099107,5103.20820055782,5105.64216793801,5283.55729085855,4884.22365164739,4870.6725965781,4999.21834534525,5026.94356185356,4845.42573339931,5024.21590244943
,11,4964.85548974171,4628.53185673627,4761.73050046879,4927.16433088592,4850.59893703682,5375.43098045566,4986.64638034384,4887.16022757093,4797.13743411264,4795.75103707019,5056.47608212538,4909.49553612,5052.51761624501,5319.02853595727,5015.53557595623,5096.64352386495,5099.38491550114,5270.3828319073,5005.20001883456,4870.00237884944,5029.13454832667,5022.76278257976,4811.39553676466,5025.67135704035
,12,4971.62079628895,4774.0736234736,4740.07323210872,4906.41153981195,4803.32641789937,5371.2707884577,4988.33041775103,4885.6991212085,4784.53864849246,4770.07191762809,5061.58782409914,4893.89922995792,5059.24727921532,5311.93762459673,5017.84530737268,5099.62987046901,5105.98990311155,5266.19338143947,5050.67890461592,4874.65400394866,5042.216573643,5026.1137178484,4878.20098593286,5024.43480915398
