,Cycle,B1,B2,B3,B4,C1,C2,C3,C4,D1,D2,D3,D4,E1,E2,E3,E4,F1,F2,F3,F4,G1,G2,G3,G4
,1,4058.12331262663,3955.3233680641,3931.72122259185,4415.0735353825,4227.12671566263,4337.00669041611,4169.15479045413,4053.15298203211,4201.42193570149,4338.36914181124,4273.47637950582,4208.76244653801,4260.73684882083,4565.48780523025,4336.29938967351,4434.24739048068,4489.99327843462,4478.48959759216,4431.82474905705,4224.23000626875,4425.26871057363,4433.38282951157,4369.56851681251,4340.48850654742
,2,4050.9263936425,3951.65866788532,3931.43929938914,4415.11670237797,4228.78501337985,4334.56431408757,4167.01865012934,4050.13712214062,4200.11880658883,4336.1743046434,4272.39332105055,4210.00497547488,4261.5840759745,4565.05328310662,4333.05274266402,4437.30516174202,4490.67765435019,4473.96109254835,4431.65002649496,4226.18451451784,4425.78127198849,4431.26294232159,4369.18401295831,4344.59106616148
,3,4041.48276033079,3949.0812458794,3932.81215735678,4417.76989169604,4225.99329058331,4336.74945513965,4166.37546988149,4050.90969693042,4205.44009257119,4339.17991527433,4272.14100411863,4208.47452161018,4263.77081310566,4568.87144092965,4335.22832095047,4439.84416936268,4490.02291564004,4471.03953288291,4432.65304559523,4228.41709560276,4430.22334072307,4431.8243398698,4373.46187117589,4347.70328905038
,4,4036.89215947314,3952.81099988385,3936.97343779881,4419.11959620006,4230.65777087985,4335.82970166812,4166.64663659499,4054.59369629346,4197.76485645922,4335.48114656543,4273.00930780125,4210.51812563038,4263.77199698256,4566.96693421703,4335.12926723621,4437.68850820486,4488.44840504528,4468.27831938203,4435.05581460563,4223.85706862589,4423.90595922822,4435.93533824029,4372.80106111161,4347.23161547748
,5,4032.29691879076,3954.94167514567,3937.78856083876,4414.52225199321,4223.76918431783,4339.5448620414,4167.54653448972,4053.63225181837,4191.29031289892,4331.95965492537,4270.96812423521,4209.27621887289,4268.71737638284,4563.8559943904,4334.41679902318,4440.00635110208,4489.8028640121,4464.71268067664,4432.46485505617,4226.99874661965,4422.37262088832,4428.47228368858,4371.86568166976,4353.85619857742
,6,4030.52709492511,3954.7850761358,3940.60945052044,4421.33187810163,4227.58758813608,4330.15022207325,4165.30174598107,4050.92370229111,4183.16328574783,4333.72870052964,4269.06608463773,4213.17477726928,4267.47722501095,4565.39296356023,4331.18393444967,4438.45969877445,4491.33344507598,4466.76047258559,4433.368569687,4228.55730489877,4418.98205993655,4431.18857217481,4370.99736918153,4372.06723255714
,7,4029.3332973467,3954.78922718728,3936.10377347994,4421.67823912655,4231.38078611122,4335.23620568446,4170.80733260449,4051.97259758294,4181.57313911828,4331.93132306112,4269.30972497007,4208.42459676314,4271.66885682797,4566.77332502612,4328.73391053704,4442.82360914169,4492.72844812157,4462.78911360864,4431.94375534571,4225.10513529204,4425.26249648376,4431.98232741073,4372.74785970544,4398.35979442298
,8,4030.15152382964,3961.4275545515,3941.20108594606,4420.54305497239,4228.57709847665,4334.40634439712,4174.31809565818,4054.10761175192,4179.60635528375,4336.7934725506,4272.79427810558,4206.2645046317,4270.41878592081,4564.26256423101,4331.88865289577,4441.49914556395,4494.00885350819,4464.51958411866,4435.79091620689,4228.95070226954,4427.3835596844,4433.08501513128,4375.94430866809,4441.42163688296
,9,4028.85011711641,3966.14263050568,3940.50535620839,4430.52607152469,4232.26403191502,4334.8481882291,4169.56678163017,4057.61148591993,4180.78792330992,4337.06944104866,4270.88421685732,4212.01895674521,4276.6737991838,4562.52969524657,4330.58225778652,4443.2669700509,4497.25879665507,4464.13385759868,4436.97874176578,4223.62534711112,4428.26524702898,4430.28283098191,4372.12292988228,4537.77307020326
,10,4029.71675343999,3973.02603070293,3941.24997510284,4426.82705189705,4230.85749844985,4335.90773889181,4176.24419097078,4056.30942012287,4177.35940499958,4338.29418879322,4274.41385279244,4210.98632576118,4278.82247213159,4564.58244338821,4335.37514565906,4452.00568192083,4496.48836624988,4465.77371279067,4437.50247095283,4228.19414622886,4432.48722636546,4435.01549698783,4375.62307924935,4600.26444444391
