,Cycle,C3,C4,C5,C7,C8,C9,D3,D4,D5,D7,D8,D9,E3,E4,E5,E7,E8,E9,F3,F4,F5,F7,F8,F9
,1,2769.62466439408,2755.89264312697,2680.70618981155,2844.38335606777,2771.31408281749,2753.56012037329,2747.22758619678,2815.14924402891,2781.36130667545,2789.61209042394,2816.06859408457,2806.88190684674,2769.28819873655,2760.39372531335,2837.48216413289,2826.0587371809,2859.51211583187,2681.9034905378,2818.00999135467,2782.18453013747,2810.88143004798,2908.6127730717,2852.48041025413,2798.87993960624
,2,2766.48889429009,2756.73263497496,2680.36803301495,2847.77977529995,2772.08676848831,2745.50612126478,2745.76029062836,2816.67079012388,2781.73331801497,2791.45808882162,2818.18254929486,2807.28205460451,2768.59916903617,2762.79524046567,2821.60242359147,2823.68579636406,2848.81441456007,2683.83534151868,2815.84257364493,2777.09081602934,2815.45747336571,2900.64751662427,2851.93599234927,2800.70580936348
,3,2769.63787056674,2754.30408989861,2682.00862377633,2849.41109138383,2771.91197989316,2752.4965898495,2742.69354120414,2817.83682982253,2777.94057181247,2790.40777881517,2813.35668202032,2800.04569142994,2765.22181920864,2758.10197654372,2802.70832337435,2823.4827265377,2836.5238968082,2681.33563649178,2812.1186817964,2779.58051413484,2815.68629502186,2900.3085731933,2849.38430520688,2801.19847488526
,4,2766.71192302782,2756.7209546349,2679.28327783325,2844.52527784938,2771.39630957129,2747.96186143564,2748.22292438412,2813.10399675723,2774.19291238172,2785.25313109919,2816.01401141763,2800.58049941885,2765.75890318612,2748.06458246355,2798.81421317946,2820.61183961307,2827.65594316433,2681.12944401545,2809.18861830353,2778.31878859801,2811.27103971171,2899.38213691792,2849.2044066449,2792.91795276324
,5,2763.28109946902,2751.80277430782,2676.57416100586,2846.98482893126,2772.00178889507,2745.63472380283,2742.51823230565,2802.58648206801,2774.7226840555,2785.35960086691,2818.48876816582,2801.54178972302,2766.29877611181,2745.20295860261,2792.86771990089,2820.54266031252,2820.57571666489,2682.39452449952,2810.53536158899,2776.43170796218,2807.94046749097,2895.39972035899,2849.4488053481,2794.96947108171
,6,2765.86778126446,2751.24987552445,2679.32461930627,2846.65745146033,2773.33184395135,2742.95863176441,2742.44864192983,2802.76392723737,2777.22446165853,2788.13963219908,2810.88647918297,2799.58684384916,2763.23999518541,2739.18508020958,2790.44498202313,2816.9515650042,2817.40410037477,2679.04940995938,2806.63245957664,2776.36825076598,2805.19239474393,2899.14518960052,2846.39649061922,2784.82821521721
,7,2764.96531768264,2755.58071878201,2681.32697478104,2849.16677182971,2769.61025437225,2739.94395740304,2742.1608303487,2797.613250948,2778.2188131233,2785.76534346088,2810.64203149929,2801.61851331731,2764.40568257887,2740.12024385005,2786.96461350927,2816.21422953682,2812.31970283684,2676.38041285558,2807.38578116496,2775.04718369451,2805.06876100209,2891.9720116749,2848.52999181701,2785.19989220466
,8,2765.2012133034,2752.13783054983,2678.64336318689,2846.48304901712,2772.49280767256,2742.52102751863,2737.30279065567,2799.1734013736,2771.93271415842,2786.99293802209,2805.653017063,2794.82590749746,2763.40081438368,2736.50257942281,2786.20467791261,2813.0351785545,2811.05706390966,2678.91077538433,2808.72578267225,2778.56521380311,2800.55143549352,2892.630894633,2846.51632166516,2784.73154897256
,9,2767.90335948246,2753.2679247202,2677.88282069745,2846.03834026664,2770.70009969233,2735.03165500397,2742.11916251082,2793.59199763932,2773.88457693818,2786.00567797326,2808.03202698316,2798.95266237711,2764.35893665178,2730.51965805551,2782.999319564,2819.15201647894,2806.57786712489,2679.37080647134,2811.11602391636,2777.65250809821,2799.17980892138,2893.73081133289,2846.4044848014,2780.92871394987
,10,2764.26335234953,2753.50435447752,2680.49023341169,2847.72419972944,2772.57202402462,2739.13877647172,2742.22889512766,2796.57362650401,2772.82591731992,2786.54063135596,2804.53319512201,2799.73977607216,2762.89508187647,2734.09900050998,2784.03140149313,2816.38993913359,2807.38314246429,2676.26711994523,2805.84345772298,2773.3370538999,2798.31233294609,2893.00009325738,2842.3667238181,2780.71383635672
,11,2762.66350862281,2745.13725554199,2677.73219825045,2840.09195290759,2766.67353923986,2743.60240811272,2742.04760224638,2789.73970303146,2771.60596464758,2787.1492662114,2806.32217534664,2798.8157842115,2760.24639574122,2736.97665692439,2780.01584442559,2817.97992398379,2804.96955775852,2677.46968674037,2806.22337395816,2774.7599291329,2796.32215842041,2893.22660207557,2848.76047157296,2778.30075942128
,12,2761.59355822543,2753.73447728693,2676.82897881233,2844.63846260835,2767.22687923989,2741.10708205107,2739.07632680583,2792.67730064064,2774.1905507118,2788.32427021952,2801.82030532393,2798.73229059049,2762.75488856308,2735.12910931247,2782.8275596897,2814.43100085737,2806.04742608259,2674.15839015193,2805.28663497912,2778.15761000528,2794.74567321143,2894.64003110815,2849.6054653073,2778.24921252042
,13,2764.30408363732,2750.13630493598,2676.48098165217,2845.85043089577,2769.64620242115,2738.0592026863,2741.71032244083,2792.94924684271,2776.03723768831,2783.65340191093,2806.22187219026,2793.09907773721,2766.24167298556,2730.9347272519,2778.58356074164,2813.65852450123,2806.35946773766,2677.64284974503,2804.34073646667,2772.70179661003,2795.63040780745,2891.22416355164,2846.10212686931,2778.25443791461
,14,2760.17497988461,2748.65839721646,2679.33187033126,2843.08711322229,2765.88699452654,2740.43221193792,2741.3824978186,2797.02861880052,2776.47203959841,2786.28750016928,2803.11328004431,2796.32666268468,2761.44720362803,2733.37013451804,2779.55495099274,2811.34160648462,2801.72613731919,2677.56561910814,2806.71056918575,2779.10549841952,2795.83086397161,2897.07753158532,2847.66571242482,2779.3336788127
,15,2760.79623438411,2751.34444657333,2675.36225164287,2841.72868195261,2769.57745076559,2739.85419223277,2742.61199230884,2793.57844900263,2772.77470040637,2784.44953416284,2800.85417366936,2795.18127787447,2757.6531767067,2732.56476619266,2781.3459049759,2815.81111258629,2803.97934246419,2681.57662957869,2804.57109257928,2775.13909641804,2794.20859897384,2892.76070995462,2846.33337212915,2780.26551374617
,16,2761.38473384164,2748.87582003716,2676.45592888403,2841.04080888744,2766.58696370472,2738.45706668306,2741.00309622223,2791.31572799533,2772.4212359414,2785.31727994066,2801.72835633665,2793.35444059293,2760.41024311806,2728.42762017113,2782.06724766857,2815.26758548617,2801.98235293717,2680.49211849384,2805.27956019192,2774.76215722108,2795.54520909312,2889.75303465475,2850.44182953787,2777.57047991958
,17,2761.90253423467,2755.48947516309,2682.08215966732,2843.28976938571,2767.91003467219,2741.0660876688,2745.00925130986,2789.94782153676,2773.70800898315,2784.57298658377,2800.16273169029,2795.40987745118,2760.62392046022,2729.24850602002,2781.38072752429,2817.24592850836,2800.31968907248,2673.86930674255,2805.1644235684,2774.31915961853,2795.07887516819,2893.03681126755,2846.46866859102,2779.29761516621
,18,2762.05424573436,2749.20217571701,2672.19719478963,2842.23356552954,2768.86036102845,2736.47954339715,2740.16293589683,2791.87632390165,2773.03693719625,2784.5775765145,2800.26449142997,2794.14383507573,2760.97269566463,2728.68880758765,2777.73390250838,2809.82382348253,2799.84622686212,2680.42047304091,2810.3186003855,2775.152342062,2793.78711209772,2893.15102090228,2841.94873892984,2780.27558667928
,19,2760.06545475871,2752.75726887233,2676.18092634576,2840.02339043524,2767.96443652807,2733.10015538375,2740.4022296446,2792.46199129128,2771.36969817636,2787.11966546737,2798.78944648789,2794.08510979726,2765.30959702834,2731.94900314944,2774.81032492374,2808.99223203024,2805.6632968206,2678.69735372642,2804.59891923783,2772.42836376703,2794.64687333497,2893.68488972865,2845.9927588247,2779.00647232174
,20,2759.64997774458,2749.79718891304,2676.38795212777,2841.14119588508,2768.46521298931,2741.04009785407,2743.43305392433,2793.85749091873,2772.38739164507,2787.75619302001,2800.02587299777,2798.30088127409,2761.84795978147,2730.92847353156,2780.04349681435,2808.64089441185,2803.85327318443,2673.88608504684,2805.44104083831,2772.6462505985,2795.27343849904,2895.13147831847,2846.91137305855,2776.52912696923
,21,2759.063439621,2751.01888499282,2679.35247874872,2841.51012446058,2771.86015794568,2742.18806619909,2740.83284949326,2791.74629631523,2770.43781868606,2784.65185419462,2802.96308298335,2795.24466785226,2765.87035915555,2727.86425880659,2779.59897497213,2812.3417397271,2799.61809114042,2680.55792998093,2808.07565431568,2772.38938428801,2792.05322853885,2889.74055438494,2845.14979095178,2775.08809276175
,22,2762.15826234163,2749.4090502739,2676.89094644762,2841.40353219874,2767.70845916118,2733.74999777616,2740.14549416594,2790.7187700345,2775.27533303128,2788.48371781733,2803.14984407001,2792.56968853739,2762.78222959167,2721.74445639635,2781.93380520578,2812.16222922647,2803.02053101861,2679.96233150958,2805.83769430581,2773.9999671632,2790.60647663168,2891.40174297856,2842.45607095581,2774.81497611157
,23,2758.93518280084,2750.83236791647,2676.51748987916,2843.88869070402,2769.45525333777,2737.73186786014,2742.60942930808,2785.75913827671,2770.3886171895,2785.42285433549,2797.54920900077,2791.45309817248,2761.94839798596,2727.91540873404,2776.94422494772,2817.09334825311,2797.86917185331,2679.2337100673,2803.60123450197,2775.19788618303,2792.66630322822,2891.76600398772,2849.08661177457,2775.14689890484
,24,2759.44881888452,2749.79371160088,2678.04496068585,2843.35022043278,2770.67004319903,2737.58824136478,2740.39934226761,2792.63066372543,2771.87088366146,2785.63512685683,2803.94076395251,2793.74348383278,2760.31369535495,2732.54462420235,2776.44793580726,2808.37874131897,2802.92649004607,2679.22901470809,2804.30588247123,2772.66177095822,2790.03602869406,2891.66344642134,2848.14050796486,2778.33585294241
,25,2761.27755190178,2747.9044466773,2678.53767774733,2843.72282261888,2770.77114558433,2738.74911158301,2736.50145314669,2788.40863941134,2772.77621675429,2783.65437415535,2800.71053742203,2791.45900106882,2759.56298743794,2730.31152965072,2775.41903865439,2810.36313876574,2804.42367847267,2675.81986913267,2803.62425893957,2774.17868522317,2793.10719799632,2888.36918415213,2843.75099907406,2779.37543224691
,26,2756.87571741784,2750.11653886394,2676.30173466484,2840.7745588424,2768.58714545681,2741.58494437858,2742.44139056917,2789.02121820496,2772.38609057997,2785.01691865851,2803.06337350573,2794.67826123047,2761.26433280588,2726.96754416731,2779.42092589968,2810.13745867378,2802.29344376474,2677.74425532806,2806.77433256147,2772.84147213139,2795.43405129141,2896.42661751151,2847.78497889727,2774.48609653179
,27,2761.24144978872,2749.1368394371,2677.93720119557,2841.57464126695,2767.99020162554,2740.13438890266,2740.72927101385,2788.56235324098,2770.10396854985,2781.79007773086,2798.15417759548,2796.52232169926,2759.49458405605,2726.78539199927,2778.58297984444,2811.33356399924,2799.32235617329,2679.0121370408,2803.82046691541,2775.44483803159,2793.25397369455,2897.48349933482,2849.76585976219,2777.17633031059
,28,2760.90748618697,2748.71878046815,2677.73799850301,2841.49055539728,2769.51106213526,2734.67930197892,2740.59939954945,2786.96830521639,2771.76711095671,2782.17834324898,2799.85360783767,2798.47653650007,2757.20881377289,2727.8928339024,2777.11111016935,2812.79241433656,2800.33647695372,2678.50213667041,2805.1005408594,2774.80445549164,2790.43309444167,2891.39249223737,2847.70157434314,2776.3010429093
,29,2758.29958324772,2748.48931138529,2679.2830321849,2840.07880830533,2767.795224787,2737.8755084568,2740.34560602029,2790.54325854679,2769.58039849767,2786.72510585175,2802.41013225815,2794.15375088497,2759.51378682833,2729.57301376785,2774.71299581523,2812.93409076511,2799.96671892253,2678.01446322646,2801.91837225454,2772.64410788519,2792.78073617306,2895.75644368588,2847.51099410017,2778.43372002102
,30,2759.16578523597,2746.5412833854,2677.36468931525,2840.78311446637,2765.45260216712,2734.202820696,2737.41056490274,2791.46180177708,2771.90722666574,2784.81150575915,2801.05634565555,2795.12286523579,2756.92771986284,2729.56167879034,2776.00607566281,2811.91014885897,2804.32350096051,2675.53420668075,2802.06129380518,2771.45999376638,2792.37832827383,2892.22990830116,2845.28822468664,2778.58130902572
,31,2759.79088235773,2749.69243935829,2674.11098248269,2841.39168219322,2765.09016928089,2740.22618572387,2739.9509929191,2785.92231044826,2774.00797551032,2781.93882483642,2793.41172015931,2792.71765199182,2761.02284405125,2729.21916964687,2778.24392556967,2812.57876453393,2803.25812065495,2676.34807075716,2805.38806636642,2775.40989579429,2792.31944873202,2893.24686530685,2844.6757339406,2778.65413234386
,32,2758.52278246173,2748.13638963683,2675.41209626437,2843.61951078314,2768.20873256725,2735.23588174118,2739.37990277209,2790.98312520967,2771.74044124321,2782.12605879333,2800.2119337329,2798.10342895497,2759.05167253235,2730.71777621901,2776.44444764292,2814.76400348473,2802.54073300181,2678.15503248984,2804.89028172307,2770.7905690947,2792.87716638048,2891.76272565601,2850.27630152082,2778.00092081422
,33,2761.48670176354,2746.45255885191,2675.84294396125,2839.29462649725,2768.34556708736,2739.57950198554,2740.87107589753,2792.4222688762,2772.86889292502,2780.69635644278,2800.22879970642,2793.15166922065,2756.4995193516,2727.09596142104,2774.45923464328,2806.41615797323,2798.24954729824,2675.66866922817,2803.5725470893,2772.59304999415,2793.80916501635,2890.60346648607,2844.61853004461,2770.88280013275
,34,2758.36158706083,2749.50184937809,2677.26201386836,2841.45734007331,2768.5639096627,2736.7213600364,2739.51924560597,2789.88466410786,2771.79617562646,2784.34423861246,2798.97572574097,2794.08057524377,2760.03570293824,2727.46050468189,2775.35332305121,2808.34450979897,2800.61813593602,2676.22267213041,2804.26185610569,2771.90452399025,2789.71906301836,2895.06336185231,2846.33227270088,2773.30408569116
,35,2762.37538072435,2748.56726635163,2680.50683827671,2838.64298784823,2766.16306825119,2741.77091220073,2738.87117481264,2793.27717543806,2771.73915698338,2780.96993068273,2799.65037643945,2796.3612334817,2759.42375824273,2726.72394463388,2780.7980444674,2810.69747617287,2801.91989888531,2679.43968692545,2806.42435819224,2771.33130226788,2795.21506138522,2890.60302083606,2846.57873225055,2774.55955378008
,36,2759.1826114739,2747.03047454383,2673.90771108767,2838.17487818915,2767.86593752799,2737.69146530189,2743.38765648969,2789.43826537277,2774.02779743372,2780.42970536618,2800.01416209465,2794.27683245429,2756.84585427642,2727.74385406767,2781.61494130706,2810.76283825564,2800.28687694735,2678.86861886511,2802.72608832246,2773.01003589955,2793.30292499847,2891.82767060879,2843.98342334261,2774.04395544815
,37,2757.32742869016,2752.26760467023,2677.2707294398,2845.52763558042,2766.47049505018,2735.33542342972,2735.7782227071,2787.83191363567,2772.75981799982,2784.88225838625,2799.34962808698,2795.12757988919,2758.3675456761,2727.21088022998,2775.52874814154,2810.72850046757,2802.84836513181,2678.36545434568,2802.75439044677,2774.4860055319,2791.52569532693,2889.3602130414,2848.38597566258,2775.92662504162
,38,2758.09911203031,2750.80684473152,2674.76233976345,2841.43903800171,2768.2369200648,2735.95359977431,2740.18073778976,2790.20226264163,2767.52902649556,2780.35312157303,2800.30790489014,2793.63515048939,2758.9007498856,2729.224964879,2774.68273671989,2810.56535652859,2797.60343482631,2676.81022609171,2800.85437961357,2773.7237406868,2794.22502776139,2892.77300146017,2845.9733635376,2774.03113242069
,39,2759.26730987999,2747.97165979388,2677.14248968001,2839.8677962341,2770.22220195164,2739.58431528233,2738.00317441462,2788.87267419501,2773.25220178005,2781.84003527305,2801.05422657569,2795.46677014342,2760.67402467927,2727.39829957497,2774.32342595453,2812.97237542043,2803.18569105355,2677.75314970661,2803.9224534853,2772.0273784027,2791.09935904508,2889.75151198476,2847.58578290787,2777.68025813329
,40,2762.06043781441,2753.26090241196,2676.02273828902,2836.20747452882,2769.72564714591,2734.4014014524,2731.69635976586,2789.55405458822,2772.35102002002,2783.38489473903,2798.93881595127,2796.11695554804,2754.86568041711,2725.91319688752,2776.03330913053,2805.42360824932,2796.67947069241,2676.75915686029,2801.55504793791,2773.44045794136,2790.4828730725,2892.37751907711,2844.71082445021,2776.07475478382
,41,2760.74587356283,2750.28173344857,2678.01623114438,2840.574859272,2767.79229292114,2730.97302562221,2739.53905492127,2788.58399799131,2769.72050366877,2783.32225692149,2802.57472260942,2793.78166075086,2760.27483703219,2729.42010175025,2774.41508253109,2808.74193168495,2802.47875631472,2678.88863181013,2804.57809232148,2772.78761068239,2788.22541537016,2894.88666526949,2846.66893800465,2776.70394808837
,42,2758.4108340292,2747.65729511129,2675.81911128736,2837.74319669674,2766.30700802101,2736.24515830795,2738.17683039097,2786.35039240193,2774.05799253107,2778.68078997835,2798.77242155427,2791.2741788123,2760.00648960429,2730.61854205352,2775.73431018421,2814.11832368799,2796.05286062359,2676.68746311657,2799.23971335548,2774.60751184181,2791.96794393243,2888.33854275182,2842.20388515442,2774.32457528478
,43,2758.46930503317,2750.1079408416,2675.05029532279,2842.1796532025,2767.12374576003,2737.48180678408,2737.65962572413,2786.40389545712,2771.43696605347,2781.44466534761,2800.72490922256,2798.45702138634,2763.91693035848,2725.12346356111,2779.74111072667,2805.91420606607,2804.19452267798,2676.70460588761,2804.13347058638,2770.64199181161,2791.92015501535,2894.01247381697,2847.23283335055,2771.9927654093
,44,2761.13513072648,2753.13618178194,2678.41600362118,2842.42571554403,2766.13714745108,2738.89614012614,2740.43564741472,2789.32011446464,2768.99920488053,2779.74506143763,2800.01177644463,2794.15425928053,2760.96557914507,2728.19052199462,2778.97066594379,2807.38450498275,2801.21101900078,2675.95932722562,2804.13038966344,2775.03768173212,2789.32512179644,2892.19973667028,2848.41333200062,2773.78528660312
