,Cycle,C3,C4,C5,C7,C8,C9,D3,D4,D5,D7,D8,D9,E3,E4,E5,E7,E8,E9,F3,F4,F5,F7,F8,F9
,56,2839.47251042557,2817.53398833435,2736.3756250702,2916.84554474482,2839.12009562066,2857.04923786519,2830.05756232696,2967.91216114408,2961.20626598582,2874.57132516256,2967.81958854827,3026.23408422949,2905.88564578109,2960.36779353026,3344.85192937752,3001.62542451576,3071.66971819707,2871.09220510678,2985.99574234715,3049.50171551314,3510.83473433833,3092.1552632922,3147.08699001913,3463.86949480289
,57,2837.00771912442,2823.8147105822,2738.6171671962,2915.72872533499,2841.7138941931,2838.58864528583,2831.13110674436,2976.744002301,2950.54797511422,2873.82932260668,2975.41489535854,3009.92047707439,2910.79448749899,2969.34897625222,3312.9730670974,3003.41943311717,3098.48103751825,2858.25275561254,3000.66229279043,3055.04576956285,3553.0717504896,3101.95559239991,3146.04594824017,3501.72128798156
,58,2838.00929160656,2826.16577280219,2735.52697328837,2915.35285658565,2839.88721237013,2834.78239567681,2829.19510195052,2993.70181392781,2929.47404999929,2876.71787798147,2986.11432297339,2988.2108538842,2918.14923412887,2986.08568151021,3285.52698660351,3007.52392166257,3132.6741998858,2849.05086499626,3008.64724384625,3061.59463071125,3581.19192029089,3113.25695857413,3159.14052214575,3528.90826879574
,59,2835.38579282031,2827.64255943007,2735.72384245354,2916.45432896938,2846.48775483292,2834.50088792491,2833.01120180201,3024.97426617129,2919.9113194589,2878.61960719674,3008.29421493929,2975.90927771042,2928.31092369608,3014.33239329711,3256.74981369621,3017.75494536543,3184.19905486575,2836.28086072981,3020.87772578503,3066.39111651502,3605.36523616235,3126.84962247348,3171.00832517545,3547.26503638425
,60,2833.25648115752,2832.79703350064,2735.81168975786,2916.2522624047,2842.92218570789,2827.43831100309,2835.06977452422,3076.45481689315,2909.30072604912,2884.21922201292,3047.63310305453,2964.43843117736,2935.36319230751,3056.41255059564,3227.46845770168,3019.07387052605,3236.41777928654,2833.99829056188,3028.45395944884,3074.3443312806,3616.07008503887,3136.95201071672,3185.85759909594,3558.00401702589
,61,2835.34085115035,2833.96995346907,2737.21376421173,2915.69924495982,2845.16744421962,2826.56173177534,2833.4369433229,3111.05614961953,2902.7625655798,2885.45293151597,3097.52028204914,2953.64966150484,2941.37115149408,3102.90770373327,3198.91439631369,3028.53462327276,3275.98170861158,2832.81090721272,3042.82481991181,3082.76770823438,3618.6805592426,3149.95266868292,3215.01844960389,3556.48681212837
,62,2830.99947739248,2841.71509440564,2731.324454696,2915.07457656097,2850.94384227638,2819.92203724285,2834.29404925202,3127.49975719747,2896.01574990707,2884.35414768922,3125.13958279535,2942.21415526756,2953.22902057225,3148.41915088012,3168.78045590202,3032.99547244697,3303.89879591451,2822.27805013259,3047.44571922411,3101.57362263861,3610.37308038264,3157.0418982154,3245.99120445968,3549.76471268343
,63,2831.66114150132,2846.94252374464,2734.6961158697,2916.38603754038,2851.24619007034,2814.89909234828,2831.89266558541,3128.08697593576,2888.46394041849,2890.26999731088,3136.17074882791,2934.90225881992,2961.02144444744,3185.68699941586,3139.12890602209,3048.14647874416,3312.98665785768,2814.05278063552,3057.54806834699,3117.58974606213,3599.31746179046,3162.24126507577,3294.12151705876,3538.87257181026
,64,2831.20018458441,2852.52106515194,2731.02773668678,2914.99499121937,2855.55024171874,2814.99755996721,2833.48700333269,3109.72142156825,2887.88330530195,2904.15116107713,3127.33253525714,2929.30634528921,2968.15186290461,3200.79140424004,3119.38010159528,3068.9817459235,3319.11843561913,2811.94602016257,3057.93184399339,3147.61234331708,3580.6396887879,3169.50863265612,3345.07099834124,3519.54025000622
,65,2830.189543553,2859.87865123568,2733.53505741441,2918.07487173383,2860.61878891543,2811.86660135906,2835.56884126468,3084.1144150628,2885.56811578857,2907.39654654005,3111.01947996875,2921.23774567345,2966.35823351839,3206.30951256749,3096.02662962351,3097.82904154482,3305.52417237761,2804.11906703158,3063.35884821743,3190.82069830273,3563.19605139446,3173.89159966502,3397.69184885514,3504.51081029345
