,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,C03,ROX,,Unkn,,5609.5859022617,,Unknown,Unassigned,False
,C04,ROX,,Unkn,,5881.62113025826,,Unknown,Unassigned,False
,C05,ROX,,Unkn,,5341.73242724376,,Unknown,Unassigned,False
,C07,ROX,,Unkn,,6258.6100303406,,Unknown,Unassigned,False
,C08,ROX,,Unkn,,5806.97803445243,,Unknown,Unassigned,False
,C09,ROX,,Unkn,,5686.78737943093,,Unknown,Unassigned,False
,D03,ROX,,Unkn,,5855.7388027136,,Unknown,Unassigned,False
,D04,ROX,,Unkn,,5812.35783086697,,Unknown,Unassigned,False
,D05,ROX,,Unkn,,6015.34120333455,,Unknown,Unassigned,False
,D07,ROX,,Unkn,,6029.22389882926,,Unknown,Unassigned,False
,D08,ROX,,Unkn,,5751.28027079793,,Unknown,Unassigned,False
,D09,ROX,,Unkn,,6008.61081129593,,Unknown,Unassigned,False
,E03,ROX,,Unkn,,5998.37701049927,,Unknown,Unassigned,False
,E04,ROX,,Unkn,,5732.21630409231,,Unknown,Unassigned,False
,E05,ROX,,Unkn,,6125.96597795046,,Unknown,Unassigned,False
,E07,ROX,,Unkn,,6516.81422881473,,Unknown,Unassigned,False
,E08,ROX,,Unkn,,5958.01937280815,,Unknown,Unassigned,False
,E09,ROX,,Unkn,,5727.68439194443,,Unknown,Unassigned,False
,F03,ROX,,Unkn,,7749.44833695479,,Unknown,Unassigned,False
,F04,ROX,,Unkn,,5883.43787122163,,Unknown,Unassigned,False
,F05,ROX,,Unkn,,6138.18390617814,,Unknown,Unassigned,False
,F07,ROX,,Unkn,,6386.31259399673,,Unknown,Unassigned,False
,F08,ROX,,Unkn,,6045.49942678031,,Unknown,Unassigned,False
,F09,ROX,,Unkn,,6033.5198541167,,Unknown,Unassigned,False
