,Cycle,C3,C4,C5,C7,C8,C9,D3,D4,D5,D7,D8,D9,E3,E4,E5,E7,E8,E9,F3,F4,F5,F7,F8,F9
,13,5893.77199271339,6001.56369449697,5815.9185072943,6484.16339452092,5938.0187379049,5817.66703323307,6017.24237145965,5926.77756771539,6154.56754387945,6197.07656797359,5761.14438898773,6112.17789914654,6184.02328315725,5892.24079309251,6261.81725144757,6647.4544375047,6087.29237672543,5894.29156845366,7897.79294116969,6013.36376392514,6295.96219184789,6576.10552974497,6169.88791826244,6230.02214012467
,14,5884.93226853668,5998.12348524546,5795.8571916192,6474.83112869,5929.55048086198,5805.9705126449,6020.74439939741,5924.27060269143,6152.3359503492,6196.14256980255,5758.58003226318,6111.44814807941,6175.55525773393,5884.73676976418,6256.54872665755,6644.53158006622,6085.7365224577,5895.8197307998,7875.56008026486,5999.99592818373,6289.66134480495,6562.80309488013,6159.50067866222,6215.53982912974
,15,5882.17679662382,5990.85792181242,5776.44116301229,6462.59041442312,5925.70010057337,5805.67062956603,6021.57168841542,5921.11044648187,6156.78214838907,6194.13286179251,5765.02402698226,6102.7954599691,6178.78641081015,5875.49783382463,6257.22914084943,6639.99834487365,6081.39363777985,5890.16145192958,7891.85248702573,6003.43197460377,6281.15528409971,6562.17862018621,6148.95621469976,6216.52895742226
,16,5870.92849157495,5986.65505273649,5755.03839933035,6460.40137381147,5917.62624550175,5799.81808527621,6006.11546851119,5919.09123973332,6146.93019613801,6193.32312686982,5771.02372448044,6102.35157601096,6164.48158649554,5880.75713584274,6244.33443736611,6631.71480247324,6073.35536289454,5884.77257000635,7869.2909793238,5999.35030416893,6273.57457101763,6553.63627138723,6148.54543160537,6201.57107630339
,17,5869.90708416808,5982.57522644693,5736.98263521304,6451.89541472356,5920.68355552516,5793.29885739843,6011.07504138169,5912.45542288505,6147.96052544437,6188.77177328082,5776.35935811362,6101.70792406675,6163.70888301906,5868.94609167287,6246.69458675865,6631.3119606145,6069.16423627263,5878.27275548971,7865.32089899481,5988.97438075299,6257.71597119198,6552.38427613068,6149.03088401275,6208.89403324057
,18,5860.80741470423,5983.86312489754,5718.74095254506,6446.76116022109,5918.31196505351,5793.54711738871,6012.97322124866,5904.56473818145,6151.76243046805,6192.37280532684,5775.46340719038,6098.57801360402,6151.77380070379,5875.54113925876,6237.99141381759,6617.88910907936,6069.57775254812,5868.8057009595,7841.55910445369,5991.75100986132,6261.37302179061,6545.23013715042,6141.52126305022,6203.8797676352
,19,5860.30829632448,5971.85672936626,5708.64489946671,6446.64604539969,5914.90312290464,5795.38557207012,5999.90548414318,5912.97263386853,6149.80453070565,6188.75736106767,5773.25041514927,6100.66686676942,6163.43191702597,5876.07804789847,6238.48718014495,6632.12602453283,6065.48955003203,5874.56943917553,7872.91801525423,5995.12600796036,6269.12820701116,6542.96230559295,6139.38961180126,6201.17734426433
,20,5853.11037253212,5975.53432662074,5691.29903498554,6439.76684020255,5906.75401234302,5789.05760431823,5999.35593062645,5903.23994587471,6142.80078158865,6188.27901607553,5766.8192012989,6103.73542003131,6149.12389304744,5859.03426781373,6231.09796874375,6612.89045872288,6053.24940723353,5861.44676259279,7861.94325697107,5984.88446731108,6255.38521255114,6544.65973381755,6132.51367335534,6183.19205908331
,21,5849.84140366361,5967.88317560755,5671.28493457581,6434.59967577924,5906.59639773272,5786.43272972104,6002.17078334976,5896.06270584203,6156.70811353475,6192.35192428977,5773.49518271336,6096.57901023182,6146.74054163765,5858.88182078346,6235.66872956592,6622.41924768646,6058.18424201657,5866.62990069416,7865.59395140738,5990.02755477579,6270.11528953223,6540.56837066668,6139.75468437512,6196.25152132118
,22,5837.06555917005,5971.59783516663,5660.13451125378,6433.17022748472,5905.45578605192,5784.70165285842,5995.74444943361,5891.35629284356,6149.64025578913,6187.0539663121,5762.03457568013,6103.29343851946,6143.21055012473,5854.86658227975,6228.94776443011,6620.83508849539,6061.9591726391,5859.14643038316,7867.23892799112,5982.80227033137,6262.90777474464,6537.67159722474,6136.11366584739,6186.54965172557
,23,5833.14696852437,5967.41850371574,5648.80911756598,6422.50368960011,5901.03425891521,5777.5858818601,5988.58341315013,5889.51184300852,6145.03758076121,6191.98512824728,5768.69784221642,6096.34186739558,6139.77624488734,5852.39123153484,6232.92965197105,6610.32202714758,6057.95481968161,5855.86709237219,7848.54859713217,5985.33781123618,6255.6504443183,6527.14807274607,6130.05075892395,6174.97709319004
,24,5830.47447517357,5962.01864383108,5639.38851997353,6422.52627808991,5895.97910164711,5773.58723320731,5989.57039834351,5881.86656881989,6145.3878392378,6180.74795670321,5763.48685911925,6097.22892185239,6137.7053608741,5843.23115930532,6224.09524655692,6609.07913523008,6047.1623092716,5857.24901830747,7841.91707683047,5975.62655347155,6242.82566209141,6525.64479547365,6125.44931029975,6175.5428717574
,25,5824.4193144283,5962.05406689049,5626.25814500831,6414.92111408662,5895.9698701854,5772.41508804537,5984.10317812301,5872.32910559488,6137.76197103682,6181.90610165376,5756.76905193799,6093.63783666766,6130.85470830861,5837.87853419723,6218.70051087094,6608.2746181794,6040.94442613977,5849.50027491586,7842.87326118751,5968.30727605285,6237.62829619426,6518.70877474667,6122.10846304393,6165.82013785365
,26,5813.56164306181,5962.46051950123,5613.48201486743,6409.95710226976,5890.5618784716,5767.84945429299,5973.38811086497,5864.8032204036,6132.93355081328,6180.83158433377,5754.1602629295,6099.60739894151,6121.57895971504,5834.96004137726,6213.76931156326,6599.44375541677,6043.36210889708,5839.63483844713,7819.99690992108,5965.63482085435,6236.20018727329,6509.41871110919,6119.33362365079,6166.55758582611
,27,5812.05902850144,5960.32140233316,5607.35540485515,6409.98404999198,5891.61875538899,5772.18681994823,5985.2352825983,5865.28807722713,6134.98276087525,6179.42622758246,5756.66988964463,6095.81628389995,6119.06039067053,5834.39543990867,6214.39153712079,6603.90976598237,6037.74494474113,5838.07595015049,7832.32840410371,5971.37713603941,6233.8391695817,6514.91313504839,6119.20525853391,6165.77752295329
,28,5805.01268726629,5958.10579922349,5595.17206865966,6405.38035279356,5888.29838353347,5762.47182832416,5963.78010965124,5856.37829951992,6129.24296627755,6169.75758151576,5749.43328063636,6090.2949252472,6121.30326119984,5834.2047931837,6213.83786163169,6596.73140458539,6034.67668188124,5840.71469536528,7835.84336826191,5963.02834189084,6233.32629916388,6508.1267555326,6116.31784876296,6162.25169571546
,29,5806.31811093591,5955.08355147827,5586.12427452589,6406.35303411051,5886.0142850171,5764.38328355417,5967.20124693789,5854.72642382203,6129.71969921883,6170.08240747599,5755.16750392795,6089.83608620608,6115.0933624117,5829.83075823484,6213.59788718305,6596.3596247344,6030.18343524005,5836.42622586019,7834.6028086093,5962.32664816311,6240.66913382645,6512.38688652708,6113.08225769697,6153.67520679341
,30,5803.35410619903,5951.09052478291,5582.15263098721,6396.82339461378,5885.40389741295,5761.86723046619,5968.204637575,5850.91221372102,6125.13375269546,6162.35587157364,5758.87616711123,6087.17754327558,6114.28696060675,5825.99223402333,6207.32349166733,6593.7049463317,6031.58541491729,5825.69893335526,7831.54182353531,5958.05195076431,6226.59215833864,6500.3134363633,6110.79367329526,6157.34111264055
,31,5800.37931571313,5955.60410681985,5571.52280144702,6400.71882525161,5885.80562229429,5761.9416938394,5963.20039258646,5858.24645511344,6129.49642650589,6168.6638099858,5754.34859118506,6092.76875973162,6119.60070803343,5831.9447544765,6206.91921953828,6597.25864470374,6033.7738844362,5830.71939941865,7837.28245317653,5970.6577611626,6237.53511069541,6505.15314004357,6112.52234781617,6149.71224660008
,32,5792.8356745321,5952.42493285601,5561.2519681968,6389.86963698655,5879.72234672376,5760.44675893479,5961.86670534221,5838.86095859867,6114.12699572826,6169.27338285488,5756.65176280987,6093.41788295875,6112.45472229291,5832.11182589603,6201.34990894853,6595.01360943546,6030.74781161142,5824.77209386996,7828.45264466128,5969.46008991896,6242.1874685036,6505.54090212738,6113.39472120183,6159.63148734783
,33,5788.33489030634,5953.65080965236,5549.83963800387,6389.18513242114,5881.92983773085,5751.94756653017,5962.34509307658,5843.54830339038,6126.35629503562,6163.45776138584,5753.96094708539,6083.46171047805,6107.76548891779,5819.38706446519,6194.367471859,6588.14510836142,6022.21835420235,5823.6185195927,7829.16562658273,5957.29730400834,6218.72525192119,6495.64574150442,6104.55597480836,6148.19557493281
,34,5784.60232773723,5938.8932504012,5543.84877985842,6384.07177153903,5874.16072403531,5747.84400427916,5950.36454340514,5836.68658384747,6119.5168926228,6157.0796243144,5752.48066968754,6074.68920577811,6106.19374523694,5810.42051176012,6196.00115605973,6582.09411093327,6022.89477364898,5819.81778264289,7818.89918065673,5952.92701565085,6220.3489113481,6490.50807985104,6101.12833776089,6150.00911941521
,35,5786.65814693329,5940.69010058145,5539.99459750996,6383.70826187763,5878.9692467455,5750.71136087078,5955.52695930149,5836.13474738018,6113.66434920034,6153.53202179837,5755.34969985747,6080.79526915096,6098.21580769904,5813.26079179726,6195.84714199895,6580.41094076912,6026.16409741965,5816.61676302985,7816.14619480202,5957.37592171133,6207.9751465617,6495.72157267888,6109.15739817187,6143.70931576739
,36,5781.79822601301,5941.94793563348,5539.67492455111,6383.86286863411,5874.90560152498,5752.90106610867,5959.01076242861,5837.22835154851,6115.28665199467,6151.0487966287,5747.99228440074,6079.06463612015,6099.87009603859,5817.30913542869,6198.42605660378,6584.32843002532,6014.68539014063,5821.91577296196,7820.55992342328,5954.85991831778,6219.85526135797,6496.62336149323,6100.08158300716,6140.26024872819
,37,5774.08783822195,5942.20838959473,5520.95887907131,6380.31017904617,5872.54511861733,5752.18140178976,5954.87258806941,5836.22132199313,6107.58068655208,6152.37858992194,5750.59466456073,6080.07400962362,6093.17198815042,5810.23262688056,6184.72123310764,6577.21754658817,6015.68498185245,5809.68999763289,7786.00663771064,5937.23659780415,6208.35163106205,6493.00014686754,6097.26578297671,6131.13721343218
,38,5768.02015888522,5942.38893860195,5524.95411684274,6378.53050071245,5876.5198848839,5747.47479628984,5954.47002421213,5829.46752339377,6103.38200068992,6147.54340964088,5757.47711075274,6076.89429205765,6093.1360703365,5809.28329934017,6194.95581637402,6587.22454688499,6021.48833496332,5812.77251087332,7811.57564367723,5943.23478810543,6216.50891466317,6482.11720658915,6101.20198898194,6126.85948580636
,39,5772.06571782327,5943.09326781562,5518.82588430007,6372.83061756047,5870.37505907824,5744.29989178585,5948.97633457866,5832.83127497807,6113.47764965787,6146.44807445899,5749.6111041611,6077.27252834561,6094.111016534,5810.35904657236,6189.13290012665,6583.22179758919,6018.36548640609,5814.045734949,7820.92130337208,5948.37068755748,6215.38336480321,6476.96570198957,6097.01507090246,6135.11012088966
,40,5766.4647301223,5941.3818818683,5513.14452949947,6368.72727726627,5865.43061162439,5743.22398225196,5945.84672826406,5827.66662309587,6110.21324685748,6143.00960422169,5750.37451294652,6069.34596324386,6085.10072866345,5805.52932892648,6190.50529745134,6575.8170311115,6009.99342051104,5806.74390995672,7809.17652009818,5945.82938558655,6216.31590686131,6480.95287138945,6092.04253070031,6130.45966350861
,41,5758.76143824539,5927.75610771111,5502.92818347613,6373.04076799306,5868.51678950703,5737.59782961421,5936.32487604739,5822.75973357218,6097.42509880731,6135.58718976286,5747.84304023441,6067.00249166575,6085.68193402491,5799.62199491106,6184.13850132483,6568.90858442159,6008.4631044435,5804.12519841325,7811.66046588406,5941.37974063231,6214.71694617256,6476.79983356682,6094.83430180065,6132.71329194916
,42,5761.17646670108,5937.70816114416,5493.9515940353,6364.79118156114,5865.02796646224,5739.0134833451,5941.06985618937,5826.9946604067,6094.35201041716,6135.84628484732,5752.98385630111,6068.61475601182,6083.88435055274,5800.213254354,6186.09851711812,6575.01944450924,6010.43881598045,5806.00040940401,7818.98400998528,5943.87247750979,6211.45248069681,6475.12649737811,6095.58655989665,6126.7215120849
,43,5758.59497195653,5934.83884486629,5496.07753460067,6364.88574179496,5866.21115731431,5738.44746872771,5938.76220357917,5822.43876042075,6097.80803889003,6138.97237453616,5752.40157730032,6070.10328861089,6081.89395619536,5806.31720024333,6187.70617926597,6574.4509951833,6008.71880142141,5807.61032217049,7814.39079529145,5943.73760854674,6208.26158633265,6476.23475349128,6094.87905332295,6129.53974651224
,44,5752.19970369313,5935.91177664991,5489.61771340753,6363.74392536011,5867.09441643233,5737.37958746478,5942.22146964029,5818.82943774112,6099.86557395603,6134.96664980845,5749.94439466391,6064.23712377232,6084.54057029829,5802.22575423011,6183.26399095412,6568.34397530968,6004.88465858455,5799.6186349016,7814.3610097992,5944.11704566207,6213.7287870575,6468.83893186516,6093.37498613748,6121.84479933696
,45,5748.17479577213,5937.44576194026,5487.49578547512,6363.39244346977,5860.89997085916,5739.9318085897,5935.58534863668,5821.03878641158,6100.70779806259,6135.25854286941,5751.01377148448,6068.30197409054,6081.26606615232,5802.32124958821,6183.89824276069,6571.3750662741,6006.61316066818,5799.99228331392,7817.08692924688,5940.33178742641,6206.38325574906,6471.66661611579,6094.28528417458,6123.22242964855
,46,5748.27703236418,5933.7102067111,5475.65656749252,6353.65332050251,5856.30081635346,5734.17146536986,5923.23312922212,5816.95108199515,6093.6145404622,6129.78579215883,5743.37705845193,6065.30375397665,6079.75442700305,5792.62771332578,6179.87633546372,6567.83225325954,6003.99306621198,5798.8060977226,7818.35878738151,5939.55824292431,6211.51317864141,6477.88882506423,6093.23774284669,6109.55839813511
,47,5735.28533100013,5927.97286850389,5473.59248261074,6357.33672816398,5857.2727464908,5731.49520304903,5931.80435713924,5815.03267158237,6089.76572019325,6125.82464283503,5750.81796155688,6059.79889095646,6068.47889241022,5792.57648536558,6177.53890570723,6565.61576470492,6004.48887800428,5795.67688331278,7814.61809760773,5936.34086423339,6206.83039067542,6466.98668168092,6083.72326767093,6117.67374070141
,48,5741.3205186342,5927.30586189997,5472.19933164542,6356.38788047897,5857.78777510508,5732.49230386892,5926.54122537769,5819.96093798672,6094.98535822073,6125.97801289466,5741.68743879532,6064.39360189897,6077.09911112604,5795.80073827783,6177.15430571688,6567.76044677922,6005.15785078842,5797.30725029229,7810.3404866418,5933.66803862604,6192.36154627072,6467.96592740314,6090.28020878096,6118.24729958225
,49,5736.81256880207,5926.00731057243,5465.21597434751,6349.90925997294,5856.34573461005,5730.05761246257,5924.33108927797,5817.25475843098,6086.14267015435,6127.46027008849,5750.45042855828,6055.33962172563,6073.40990021247,5792.18561523033,6176.44959182627,6564.94584974382,6000.80686152893,5793.6988812871,7799.12809807488,5930.584298871,6205.67543010519,6475.38167436977,6089.81121206269,6112.43864441849
,50,5738.10595057077,5930.38304151184,5458.95491374868,6347.91208187857,5858.48747414459,5730.58580438787,5924.20961827389,5816.65825582362,6087.36857059365,6125.68821653747,5746.63881072489,6059.96536321426,6074.45492232249,5795.36849401046,6174.56202991338,6564.10127634021,5999.71208630142,5785.71166715187,7805.97960851804,5930.78520133943,6197.87336237789,6472.1987921903,6090.4969521364,6117.14325499436
,51,5736.86520216449,5923.93832625803,5454.06982190867,6350.11846403742,5856.87385450506,5730.67183139729,5924.62533496784,5817.52028343594,6083.29387323612,6116.58063038014,5751.89057451548,6051.88546131513,6077.86639431786,5786.4134775583,6170.13548253575,6563.33527320511,5998.9849631067,5785.3465814103,7784.63059636039,5927.81471656391,6199.70587827202,6462.2597273405,6083.64444121239,6111.15902212031
,52,5731.53202512802,5926.07667980998,5453.92407642472,6344.36382184756,5854.61079125322,5731.77540664805,5917.86913609058,5819.25477975733,6088.7856494865,6119.38818471219,5745.35320643523,6055.01498368114,6070.13751301641,5790.86446064041,6171.58415539403,6561.36368050785,6001.33430186305,5786.6458580092,7804.30742924481,5927.96939211502,6196.30675844301,6464.90562580377,6083.46214082091,6111.59810808139
,53,5730.51829212891,5923.78332501438,5449.98189983941,6345.91357838633,5852.14914443179,5727.45863583353,5921.7662459584,5811.68700618427,6081.210693281,6111.86942909314,5743.87018669939,6051.18909337053,6067.3839362149,5790.64413108374,6170.64207557955,6560.99179093779,5999.03962188998,5782.81855848306,7806.03025661058,5927.98312891183,6195.95459400522,6461.97850243605,6083.56880724892,6097.58509440599
,54,5730.7922069395,5925.2767689573,5449.42124560926,6339.54916827785,5853.94114343796,5726.42803300098,5916.22796384994,5818.9459281131,6087.93511608446,6115.32052398079,5754.42576374204,6053.23690786256,6065.94637688167,5783.36497743109,6173.69786017266,6559.25962082703,5997.87207096839,5787.61929105726,7793.10635433595,5933.13951814756,6197.95332415019,6458.94617320769,6082.6665785725,6112.78282257848
,55,5721.25319871979,5923.08950972362,5442.94470791793,6341.16266201425,5844.73535623079,5724.68006569105,5918.18206989704,5807.4651917673,6073.43294473225,6113.45320226418,5751.62369043447,6047.6553898072,6064.60805709925,5781.72150062822,6162.61011868106,6552.60259939191,5996.43349526771,5781.75464426232,7785.57039536741,5930.02889324516,6190.53454181479,6450.89588035866,6073.28712531221,6099.06618230037
,56,5718.98260060342,5919.6098285376,5444.95702796458,6337.80707451111,5851.02205421521,5725.38300771598,5920.8263341691,5810.31466375589,6084.28973249748,6109.1313593535,5741.12043285895,6055.51558051356,6063.90611739837,5783.07715168334,6169.73632778572,6559.64233124038,5996.2261236478,5780.6558881549,7799.23012382854,5926.37299753741,6191.98360794362,6456.54593550627,6077.54682872947,6093.14398776226
,57,5720.14228206316,5919.6402793369,5434.38447159643,6335.47438149648,5848.23875219941,5717.79796937966,5910.75483500576,5817.88427175298,6076.03163053804,6104.50397287434,5743.18877753268,6046.89145193459,6065.24634737053,5781.80735398542,6163.71490802209,6554.22189472912,5988.47558521098,5774.5166789812,7784.34343138536,5922.15604322828,6183.49375376266,6447.14293071419,6074.94006602248,6097.9723471588
,58,5704.91517295773,5917.71367188609,5432.73851349258,6332.57642075532,5845.6680143256,5722.2206196095,5915.95951951772,5810.96367552648,6076.51777039018,6101.58107453897,5747.27089325304,6050.81073986533,6059.86869549657,5777.82105091366,6158.40384247486,6556.4502083303,5995.99509899912,5778.41391690766,7791.42813645879,5921.78096214025,6187.89570884857,6449.89032216873,6075.83363043537,6097.65735754191
,59,5712.73561985742,5913.29050622156,5430.68553716862,6332.96709113197,5842.92266455973,5719.07277683316,5911.54646287662,5815.60630668319,6078.44830124962,6106.66222852146,5743.79060445152,6049.97192225169,6055.01659839729,5780.07346728745,6159.79463525889,6551.19220403736,5991.86123033389,5774.81887177032,7780.95666816932,5923.55959385989,6187.99620455563,6445.87449160178,6071.13956578077,6094.20068588663
,60,5708.23033499136,5916.09848658463,5429.56718162495,6331.94170298209,5844.43228045238,5719.92753447081,5900.75585033282,5812.39115380152,6069.10085982485,6105.72883033469,5746.56164996426,6051.90405376121,6057.44353484413,5778.17696046235,6166.33516316639,6560.05263453701,5989.09036553869,5777.37768256471,7788.14024033686,5924.80213467918,6179.0362680491,6441.26956963229,6073.39149735975,6090.08301195857
,61,5704.69564235744,5915.53178596932,5425.86685072663,6322.7167683128,5837.29645863079,5715.0669110618,5895.18570358745,5815.55403454267,6062.10720036271,6096.78806759496,5747.74615690279,6046.4523840329,6051.50918343794,5773.18236196623,6162.5835885553,6552.1238847946,5985.97777109404,5771.50769882353,7782.72655254489,5921.54311103279,6172.52969056189,6445.04283868676,6075.34672236679,6090.22028155224
,62,5700.92955341207,5912.13265687032,5422.80709051005,6331.18298302509,5841.82453249599,5718.64208938988,5905.47282633687,5810.9675354072,6071.85323913065,6105.31308257915,5742.7686678053,6049.73542109506,6051.17392269225,5775.24714363401,6158.17067751394,6551.32314254047,5992.31029123723,5774.28948464483,7781.35852597923,5923.18621893376,6192.24480877236,6448.07749371488,6076.22006961224,6088.95679137856
,63,5704.46402097997,5908.70143543286,5418.84972827038,6326.42924002276,5834.77529677898,5710.77037986285,5910.54378758922,5804.92428803954,6066.20580352852,6097.43548432035,5742.90956328982,6043.16158605703,6050.22886539411,5768.38424168421,6160.01912436512,6551.29970803734,5983.43708425849,5773.31734493588,7782.81004680788,5911.87610533436,6180.54435035849,6443.07220935788,6069.80700529397,6085.14816988708
,64,5701.07173864727,5916.97088648902,5423.57052575622,6322.18993949168,5842.9598102737,5718.6335650653,5903.0509093713,5807.23619095245,6075.08935824096,6093.02639869419,5741.21588256387,6044.50650035263,6054.97251966896,5773.60093941685,6157.64212584912,6548.65054430477,5987.04612249453,5766.57650113762,7771.56515525288,5915.72985459922,6176.06123627742,6435.92968327236,6073.74421123494,6086.41196872171
,65,5698.36862890879,5914.65651897683,5420.81055471375,6322.13156853908,5838.05337802042,5715.56613254329,5895.66937380978,5813.94643746783,6070.90187581052,6094.7679758528,5748.137872408,6043.46354825915,6048.92426160889,5770.01434547591,6157.46781335613,6551.18207212621,5984.6647011801,5771.06080310533,7778.5439597365,5923.03527780936,6176.62446440139,6435.4162977286,6072.60153610909,6083.78371401402
,66,5695.62255202522,5911.60948574734,5414.54292829466,6316.28891186698,5839.67252956504,5713.72470517214,5900.4000700523,5813.53225107625,6068.12242333283,6089.03566392214,5744.79494620006,6039.87381506636,6048.29765371688,5767.62396037489,6157.50222225312,6555.62407134117,5976.12324775724,5769.94716793206,7782.64935172644,5910.71874191905,6169.16541992265,6433.57074264422,6065.79272139812,6076.0870301777
,67,5698.52270156491,5914.72170497211,5413.80202381379,6318.37565855456,5836.9009305155,5718.92026613694,5903.26378012988,5816.35776954406,6063.01978570633,6089.26754581691,5746.40625736411,6038.81498031953,6047.55064415603,5773.10890649957,6157.57563662866,6549.51804344464,5988.17637200755,5768.86387292588,7773.91103781905,5907.18487684475,6162.34976549746,6435.95313914153,6064.44156748481,6074.89864722789
,68,5694.38808456966,5913.03720060342,5409.75525986532,6321.11592640241,5836.10490685121,5711.25309320854,5895.80105793337,5815.79707525368,6064.23040882378,6092.48885158819,5741.79341559864,6046.06643392355,6046.34652956388,5766.76086569005,6156.14349039079,6540.91444183079,5981.70949140966,5765.58909499094,7773.60036545418,5912.21861093142,6164.10045328777,6431.96259121154,6063.9053803505,6079.0532990738
,69,5691.86539731131,5906.6455998234,5409.1969268031,6319.62223467518,5835.50618420229,5716.59888223318,5900.55457710356,5813.26877233527,6061.84222823832,6084.02294889153,5749.92897842724,6042.4063880215,6044.15041262053,5765.76687109935,6155.37721878724,6551.0442501204,5984.82779475808,5767.1909262591,7771.51276438588,5917.21705821097,6167.53319146935,6436.10052717067,6063.03064481549,6087.50209578337
,70,5692.20198664924,5902.3470680418,5400.94146142272,6312.10167328597,5831.05426554541,5707.28634967916,5893.79263046707,5808.44771155115,6056.45858814026,6084.06696069778,5743.18992192885,6038.56444388948,6045.94675831812,5765.91762899247,6148.1103055412,6539.89240693142,5980.02729705492,5758.10087096174,7770.45999401383,5902.83119567251,6174.09000955829,6425.65755511175,6062.04756586892,6066.48812708936
,71,5686.98666674201,5911.90189032474,5406.37791487188,6315.77362985808,5839.58059459316,5715.99111116532,5896.98393782218,5814.30711740678,6059.27636508312,6086.71581758513,5745.83808015751,6045.60563964105,6046.90111318391,5766.53915420561,6156.04875976172,6541.11730489234,5981.64526896155,5763.61530604524,7774.04239190799,5901.28913732268,6177.78784324369,6433.50832911706,6066.42327841759,6080.8742587454
